S-1	S-10	S-11	S-12	S-17	S-18	S-19	S-2	S-20	S-21	S-22	S-23	S-24	S-25	S-26	S-27	S-28	S-29	S-3	S-30	S-31	S-32	S-33	S-34	S-35	S-36	S-37	S-38	S-39	S-4	S-40	S-5	S-6	S-7	S-8	S-9	taxonomy
1	0	121	213	2	110	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	1	0	Actinobacteriota
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	213	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Myxococcota; Polyangia; Polyangiales
0	110	0	0	0	0	0	0	211	0	14	1	28	21	10	20	0	0	10	0	14	0	0	0	10	14	0	0	0	0	1	0	0	0	13	1	Campilobacterota; Campylobacteria; Campylobacterales
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	210	0	75	1	0	0	1	0	0	0	15	0	0	0	0	0	0	1	0	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Cellvibrionaceae; Marinimicrobium
6	209	0	0	0	0	0	1	7	0	6	5	3	23	0	10	1	0	25	0	1	0	1	0	7	0	1	0	2	0	0	29	37	0	1	17	Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
1	1	0	0	0	0	0	0	0	0	2	5	2	2	0	1	0	1	0	0	1	0	209	1	60	1	0	0	17	0	0	3	5	0	0	6	Firmicutes; Bacilli; Bacillales; Bacillaceae; Pontibacillus
0	208	0	0	0	0	0	1	49	0	1	95	45	55	18	9	0	1	17	0	0	0	10	0	2	6	0	0	1	0	0	38	0	0	0	46	Campilobacterota; Campylobacteria; Campylobacterales; Sulfurimonadaceae; Sulfurimonas
7	0	0	0	0	0	58	0	2	0	19	12	0	0	7	1	23	0	0	1	2	0	28	0	2	0	0	0	208	2	6	69	111	1	4	13	Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae
0	0	0	0	0	0	0	0	2	0	1	1	1	2	0	0	0	22	2	2	1	0	6	0	7	2	0	4	36	0	208	0	1	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
0	0	2	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	208	0	0	1	0	0	0	0	5	0	Cyanobacteria; Cyanobacteriia; Phormidesmialesodosilineaceaeodosilinea PCC-7104
0	0	0	0	92	6	0	0	6	113	7	0	0	0	0	0	0	0	117	1	14	33	0	206	0	0	20	4	0	19	0	0	0	48	42	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
205	0	43	34	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae; Desulfopila
0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	205	0	5	0	0	0	0	5	Actinobacteriota; Thermoleophilia; Solirubrobacterales; 67-14
0	11	0	0	0	0	0	0	14	0	0	1	204	128	2	6	0	1	1	0	0	0	1	0	5	187	1	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Milano-WF1B-44
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	204	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Pelagibius
59	8	36	0	69	55	177	16	12	22	201	7	3	4	10	58	130	1	51	0	16	99	1	19	1	0	2	1	1	107	0	87	106	117	105	8	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Pelagibius
6	0	81	0	201	29	0	1	1	23	0	0	0	0	0	1	3	0	141	0	0	2	0	2	2	0	28	1	1	7	0	1	0	6	17	0	Proteobacteria; Gammaproteobacteria
13	1	5	5	1	2	0	37	1	0	7	0	0	1	0	1	0	12	2	18	15	0	0	0	0	1	201	2	0	8	2	0	1	3	77	0	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Gramella
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	201	0	2	0	0	0	0	0	Firmicutes; Bacilli; Thermoactinomycetales; Thermoactinomycetaceae; Thermoactinomyces
0	106	0	0	0	0	0	0	199	0	0	67	57	43	67	20	0	5	11	0	1	0	30	0	36	62	1	0	0	0	0	2	2	0	0	48	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae
123	153	0	0	1	2	0	68	199	4	49	82	103	77	66	88	1	15	20	0	72	0	112	64	150	172	11	0	1	54	0	37	122	6	94	36	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Limibacillus
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	3	0	0	0	0	17	7	0	1	2	36	5	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Marinomonadaceae; Marinomonas
1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	198	0	0	0	0	1	0	0	0	0	0	6	0	0	0	19	0	0	Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
0	0	0	0	1	0	0	0	1	9	0	0	0	0	0	0	0	3	9	197	0	2	0	0	0	0	0	89	0	0	0	0	0	1	0	0	Bacteroidota; Bacteroidia
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	196	2	100	28	0	0	2	0	0	0	2	0	0	5	0	0	0	0	0	Myxococcota; Myxococcia; Myxococcales; Myxococcaceae
2	0	6	195	0	1	0	0	0	2	5	0	0	0	0	0	0	0	0	0	29	0	0	14	0	0	1	12	0	1	0	0	5	0	1	0	Bacteroidota; Bacteroidia; Cytophagales; Flammeovirgaceae; Luteivirga
14	0	39	193	1	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	3	0	Actinobacteriota; Actinobacteria
43	9	0	0	4	5	42	0	8	0	115	94	4	4	31	35	12	3	1	0	8	3	98	0	28	0	0	0	50	33	0	105	193	29	1	41	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	5	1	0	4	0	0	17	193	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales
4	2	0	0	0	0	9	0	2	0	0	192	23	4	53	2	0	2	0	0	1	0	29	0	1	1	0	0	1	1	0	8	6	0	1	90	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
0	190	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	Bacteroidota; Bacteroidia; Bacteroidales; Bacteroidetes BD2-2
0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	189	0	5	0	0	0	2	0	0	0	0	0	1	5	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas
2	0	0	0	140	31	17	0	8	80	60	0	1	0	0	11	8	0	189	0	6	50	0	7	0	0	0	0	0	35	0	6	0	86	112	0	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	2	0	Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Arenimonas
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	12	0	0	0	0	0	0	0	155	0	0	3	0	0	0	0	0	Proteobacteria; Alphaproteobacteria
0	1	0	0	0	0	0	0	0	0	0	106	0	1	9	0	0	1	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	188	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
1	0	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	7	1	0	1	0	1	0	0	0	4	13	1	0	187	1	0	0	0	0	Firmicutes; Bacilli; Bacillales; Planococcaceae; Lysinibacillus
2	43	0	0	0	0	0	1	186	0	3	15	153	115	17	34	0	1	10	0	0	0	10	0	41	67	0	0	1	0	0	3	5	0	2	12	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae; Sva0081 sediment group
0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	185	2	0	0	0	0	0	0	3	0	Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Arenimonas
184	1	51	71	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Steroidobacterales; Woeseiaceae; Woeseia
28	5	1	0	6	17	77	21	11	24	70	82	35	14	20	18	36	2	10	3	10	8	96	60	20	17	2	2	183	31	5	70	64	53	5	44	Proteobacteria; Alphaproteobacteria; Rhizobiales; Methyloligellaceae; Methyloceanibacter
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	0	0	0	1	0	0	6	5	0	0	183	0	0	0	0	0	Gemmatimonadota; BD2-11 terrestrial group
0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	9	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Idiomarinaceae; Idiomarina
0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	17	0	0	0	0	183	0	0	5	0	0	1	0	0	0	0	2	0	Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae
1	5	0	0	0	0	3	3	32	0	0	181	40	17	59	6	0	7	0	0	0	0	61	0	0	6	0	0	5	1	0	2	6	2	0	120	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae
61	50	3	0	1	2	2	24	41	0	104	1	16	7	6	50	0	0	7	0	39	0	10	0	38	14	0	0	1	35	0	62	180	6	4	5	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	145	2	13	115	0	0	3	0	0	29	180	0	0	28	0	0	0	0	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	1	0	0	5	0	1	64	0	65	1	0	0	0	0	7	0	0	0	33	180	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	9	179	28	0	0	1	0	0	42	3	0	1	0	0	0	1	2	0	Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Catalinimonas
0	123	2	0	0	0	0	4	128	1	0	19	177	85	8	22	0	1	12	0	0	0	7	0	28	145	0	0	0	1	0	0	0	0	0	7	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Robiginitalea
13	0	177	0	4	8	0	1	0	1	0	1	2	1	4	0	1	1	0	0	0	0	0	1	0	0	0	0	0	10	0	2	0	0	2	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
1	0	41	1	177	73	0	2	9	117	15	0	0	0	0	0	0	0	175	28	73	6	0	1	0	0	46	23	0	12	0	0	0	6	74	0	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Pelagibius
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	Myxococcota; Polyangia; Polyangiales; BIrii41
55	0	0	0	102	87	1	58	1	0	176	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0	0	0	4	81	0	0	5	9	0	0	Proteobacteria; Gammaproteobacteria; B2M28
3	0	2	0	0	0	0	4	0	0	13	0	0	0	0	0	0	3	1	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	Acidobacteriota
25	6	1	3	0	0	0	17	1	0	47	8	2	3	8	75	0	14	2	0	14	1	3	0	6	2	1	0	0	2	0	28	141	3	175	8	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Gramella
1	0	0	0	17	42	0	0	0	6	5	0	0	0	0	0	0	0	175	3	24	2	0	7	0	0	53	34	0	12	0	0	0	1	29	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	4	1	175	0	6	0	11	0	1	0	0	13	64	1	1	0	0	2	0	1	0	0	0	0	10	6	0	27	3	23	0	0	Proteobacteria; Gammaproteobacteria
0	174	0	0	0	0	0	1	3	0	0	9	1	10	3	6	1	0	18	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	9	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae
3	156	0	0	0	0	0	4	173	0	1	16	103	78	22	39	0	0	13	1	1	0	16	0	65	70	0	0	0	1	0	1	15	0	0	20	Proteobacteria; Gammaproteobacteria
12	7	3	0	2	0	6	6	8	2	10	16	0	3	8	8	9	11	84	173	46	5	10	13	27	18	169	14	5	6	0	38	26	4	19	14	Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae
1	0	0	0	0	2	40	0	0	0	19	120	1	1	19	0	0	3	0	0	3	0	173	0	0	0	0	0	155	2	3	1	5	0	0	45	Proteobacteria; Gammaproteobacteria
31	1	0	0	0	0	27	0	1	0	21	0	2	1	4	15	13	2	0	0	1	0	2	0	3	0	0	0	1	1	0	102	173	0	0	5	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; AqS1
39	0	70	172	0	9	0	21	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	24	0	0	0	0	2	0	Bacteroidota; Rhodothermia; Balneolales; Balneolaceae
15	6	0	0	0	0	1	1	4	0	0	96	17	7	55	16	0	1	0	0	0	0	172	0	9	3	0	0	15	0	0	25	117	1	0	76	Proteobacteria; Gammaproteobacteria
23	63	15	0	0	0	0	43	8	0	1	17	25	172	7	1	0	1	2	0	0	0	1	0	5	25	0	0	0	11	0	0	1	0	0	4	Campilobacterota; Campylobacteria; Campylobacterales; Sulfurimonadaceae; Sulfurimonas
2	16	0	0	0	0	0	1	122	0	0	4	64	172	0	13	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	1	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	11	22	60	0	0	31	0	0	172	15	0	0	8	0	0	0	4	0	Proteobacteria; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas
115	4	153	66	100	75	58	23	11	150	148	1	1	2	0	5	56	1	20	0	4	66	0	88	1	0	0	3	0	152	0	92	30	171	62	0	Proteobacteria; Gammaproteobacteria; BD7-8
0	68	0	1	0	0	0	1	24	0	0	7	120	171	9	14	0	0	13	0	0	0	1	0	21	47	0	0	0	0	0	1	5	0	0	4	Proteobacteria; Gammaproteobacteria
0	0	5	3	74	50	0	1	2	34	10	0	0	0	0	0	0	10	86	12	40	33	0	171	0	0	123	90	0	21	39	0	0	15	71	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Chromohalobacter
1	0	0	0	0	1	1	0	0	0	35	2	2	0	0	19	0	84	0	6	13	169	28	2	1	0	4	23	0	2	33	3	7	3	2	1	Firmicutes; Bacilli; Bacillales; Bacillaceae; Pontibacillus
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	168	0	0	0	0	0	0	0	Firmicutes; Bacilli; Bacillales; Bacillaceae
0	0	0	1	2	2	0	0	0	0	30	7	12	0	2	1	0	5	0	2	10	28	168	7	165	1	0	6	58	0	10	3	5	2	2	3	Firmicutes; Bacilli; Bacillales; Bacillaceae; Halobacillus
0	0	0	0	0	1	0	0	23	168	0	3	0	0	3	1	0	0	3	0	0	0	0	1	0	0	0	0	2	1	0	0	2	10	0	9	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Marinomonadaceae; Marinomonas
1	0	34	1	144	32	1	2	11	85	2	0	0	0	0	5	1	0	167	0	1	41	0	10	1	0	0	0	0	31	0	4	3	83	95	0	Proteobacteria; Gammaproteobacteria
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Bacteroidales
0	0	0	0	6	1	7	0	3	44	71	0	0	0	0	3	1	0	15	0	4	38	0	21	0	0	0	0	0	68	0	4	0	132	166	0	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; AqS1
0	0	15	0	4	5	0	0	5	53	10	0	0	0	0	0	0	0	61	0	29	11	0	48	0	0	38	0	0	25	0	0	0	23	166	0	Proteobacteria; Gammaproteobacteriaitrosococcalesitrosococcaceae; Cm1-21
3	0	0	0	0	0	3	2	2	13	2	0	0	0	1	1	3	25	2	45	2	0	0	26	3	0	5	166	12	3	3	10	8	2	1	1	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
26	10	2	0	78	39	101	10	20	96	166	2	2	0	2	24	74	3	53	0	3	53	4	7	5	5	0	0	19	78	0	40	20	129	64	0	Proteobacteria; Alphaproteobacteria
0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	35	166	0	0	0	0	0	13	0	0	1	0	0	0	0	40	0	Cyanobacteria; Cyanobacteriia; Cyanobacteriales; Coleofasciculaceae; Symploca PCC-8002
8	3	0	0	0	0	0	0	0	4	0	0	0	3	15	165	3	1	1	0	11	1	0	0	0	0	0	0	5	1	0	47	30	1	1	12	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Tenacibaculum
11	160	1	0	0	0	2	1	164	0	8	10	23	32	37	90	0	2	21	0	2	0	5	0	6	5	0	0	1	7	0	16	36	1	0	7	Proteobacteria; Gammaproteobacteria; B2M28
27	29	0	0	1	1	0	22	11	1	1	4	4	8	4	91	0	6	17	0	39	2	6	1	35	10	26	1	0	3	0	5	164	1	28	2	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Gramella
68	4	7	0	0	0	0	164	16	0	1	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	64	0	0	0	0	1	0	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae
17	0	44	59	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Marinobacteraceae; Marinobacter
2	0	2	1	135	92	10	0	4	74	43	0	0	0	0	3	17	0	99	0	11	63	0	45	1	0	16	3	7	78	0	6	5	92	164	0	Proteobacteria; Alphaproteobacteria; Parvibaculales; PS1 clade
0	0	0	0	14	1	0	1	0	1	11	0	0	0	0	0	0	0	2	5	7	164	0	5	0	0	0	2	0	0	0	0	0	0	8	0	Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas
0	0	0	19	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	Bacteroidota; Bacteroidia
0	0	0	0	1	3	3	0	0	7	0	0	0	0	0	0	163	1	1	0	0	0	0	0	0	0	0	0	0	1	0	9	0	3	0	0	Acidobacteriota; Holophagae; Acanthopleuribacterales; Acanthopleuribacteraceae; Acanthopleuribacter
0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Vibrionales; Vibrionaceae
25	48	14	11	0	0	0	21	46	0	2	20	82	53	15	3	0	2	6	2	5	0	14	0	22	163	15	1	9	9	0	3	5	0	3	11	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
5	162	0	0	0	0	0	4	98	0	2	19	66	70	28	26	0	1	17	0	5	0	24	0	108	139	1	0	4	1	0	10	9	0	2	19	Desulfobacterota; Desulfuromonadia; Sva1033
0	161	0	0	0	0	0	1	101	0	0	10	77	71	2	9	0	0	23	0	0	0	4	0	120	147	0	0	0	0	0	3	2	0	0	3	Desulfobacterota; Desulfobulbia; Desulfobulbales; Desulfocapsaceae
4	0	1	1	53	40	0	0	5	33	2	0	0	0	0	2	0	0	62	3	13	56	0	161	0	0	22	22	1	20	2	1	0	26	80	0	Proteobacteria; Alphaproteobacteria; Tistrellales; Geminicoccaceae
2	111	0	0	0	0	0	0	161	0	1	28	24	42	14	31	0	3	17	0	5	0	15	0	23	14	0	0	0	0	0	3	13	0	0	14	Proteobacteria; Gammaproteobacteria; Cellvibrionales; Halieaceae
38	1	4	2	96	36	27	6	17	82	69	0	0	0	0	6	31	0	76	132	10	46	0	7	0	0	2	38	2	74	0	8	56	161	91	0	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Pelagibius
7	53	13	32	0	2	0	8	70	0	0	12	137	64	5	14	0	0	4	0	1	0	2	0	37	160	5	0	0	4	0	0	1	0	1	9	Actinobacteriota; Acidimicrobiia; Microtrichales; Ilumatobacteraceae; Ilumatobacter
6	1	0	0	0	0	0	1	2	0	0	75	5	2	36	10	0	3	0	0	3	0	159	1	3	3	1	0	7	0	0	7	58	0	0	48	Gemmatimonadota; PAUC43f marine benthic group
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	158	2	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Burkholderiales; Comamonadaceae; Aquabacterium
0	0	0	1	1	29	0	0	0	0	1	0	0	0	0	0	0	30	0	158	31	0	0	2	0	0	32	88	0	0	7	0	0	1	6	0	Proteobacteria; Alphaproteobacteria
158	9	1	0	0	0	0	8	5	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae
38	0	28	157	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria
0	0	5	157	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	Desulfobacterota; Desulfobacteria; Desulfobacterales
0	0	2	1	2	2	0	3	0	0	4	0	0	0	0	0	0	0	156	0	1	0	0	5	0	0	19	0	0	1	0	0	0	1	0	0	Actinobacteriota; Rubrobacteria; Rubrobacterales; Rubrobacteriaceae; Rubrobacter
0	0	0	0	6	98	0	0	1	4	22	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	52	0	0	1	0	0	0	1	156	0	Planctomycetota; Planctomycetes; Pirellulales; Pirellulaceae
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	11	3	0	0	28	0	0	0	155	0	0	0	0	0	0	1	0	Actinobacteriota; Actinobacteria; Propionibacterialesocardioidaceaeocardioides
39	35	1	0	0	0	0	16	10	0	9	28	3	8	14	79	0	11	38	0	13	1	19	0	17	11	32	0	0	11	0	19	155	2	86	23	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Gramella
2	1	0	0	1	0	137	0	1	0	3	66	1	2	8	0	0	0	0	0	2	0	19	0	2	0	0	0	155	0	2	0	2	0	0	36	Proteobacteria; Gammaproteobacteria
0	30	0	0	0	0	0	0	18	0	0	1	155	76	0	4	0	0	1	0	0	0	1	0	24	120	0	0	0	0	0	0	1	0	1	1	Proteobacteria; Gammaproteobacteria
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	144	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Salinimicrobium
79	0	69	73	2	4	0	154	0	0	46	4	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	76	0	0	0	5	1	0	Gemmatimonadota; PAUC43f marine benthic group
0	1	0	0	0	0	1	0	1	0	5	1	3	1	1	0	1	49	1	2	1	0	17	0	9	4	3	0	75	2	154	5	2	0	0	1	Firmicutes; Bacilli; Bacillales; Bacillaceae
33	1	0	0	153	70	40	8	0	3	44	35	0	2	5	6	1	0	25	2	8	4	10	2	2	0	0	9	20	36	0	20	50	7	8	15	Chloroflexi; Anaerolineae; Anaerolineales; Anaerolineaceae
47	0	10	1	18	2	1	32	0	8	47	1	0	0	0	3	5	0	7	0	16	0	3	153	2	0	4	0	2	28	1	5	12	37	36	1	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	2	1	0	26	0	0	20	0	0	153	2	0	0	0	0	0	1	0	0	Actinobacteriota; Actinobacteriaitriliruptoralesitriliruptoraceae
0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	1	5	2	3	0	0	9	0	0	14	3	0	0	152	0	0	0	7	0	Acidobacteriota; Thermoanaerobaculia; Thermoanaerobaculales; Thermoanaerobaculaceae; Subgroup 10
1	108	0	0	0	0	0	1	102	0	2	98	23	19	152	36	0	4	9	0	2	0	95	0	25	8	0	0	0	0	0	3	2	0	0	79	Desulfobacterota
2	0	152	70	13	52	0	2	4	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	2	0	Proteobacteria; Gammaproteobacteria
40	1	0	1	1	10	0	152	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	6	Desulfobacterota; Desulfobacteria; Desulfobacterales; Desulfosarcinaceae
0	0	0	0	151	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; B2M28
7	1	12	28	4	2	1	1	0	11	8	0	0	0	0	1	2	40	7	37	29	0	0	28	0	0	31	151	0	0	53	0	0	9	12	0	Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	150	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Desulfobacterota; Desulfuromonadia; Geoalkalibacteraceae; Geoalkalibacter
9	0	81	97	137	150	0	1	0	7	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	Proteobacteria; Gammaproteobacteria; Alteromonadales; Pseudoalteromonadaceae; Pseudoalteromonas
0	0	0	0	0	0	2	0	0	0	0	150	5	0	16	1	0	4	0	0	0	0	72	0	0	0	1	0	3	0	0	0	0	0	0	110	Proteobacteria; Gammaproteobacteria
18	1	0	0	0	2	114	11	9	1	38	21	11	5	6	31	75	1	1	0	1	1	3	0	1	3	0	0	2	5	0	86	149	18	4	29	Proteobacteria; Alphaproteobacteria; Kiloniellales; Kiloniellaceae; Pelagibius
2	0	3	148	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	Gemmatimonadota; BD2-11 terrestrial group
